distance_to_latrine_meters,distance_to_river_meters,distance_to_farmland_meters,buffer_encroachments_count,rainfall_intensity_mm,cumulative_48h_rainfall_mm,temperature_celsius,humidity_percent,source_type_code,target_unsafe,scenario,station_name,barangay
4124.5,5000.0,5000.0,0,27.7,52.4,28.3,91.1,1,0,Moderate Monsoon,MCNHS Faucet from motor tank (Source:Prime Water),Combado
4124.5,5000.0,5000.0,0,91.6,137.3,26.4,97.9,1,1,Severe Storm Runoff,MCNHS Faucet from motor tank (Source:Prime Water),Combado
4124.5,5000.0,5000.0,0,68.7,154.7,26.0,95.6,1,1,Severe Storm Runoff,MCNHS Faucet from motor tank (Source:Prime Water),Combado
5000.0,5000.0,5000.0,0,3.0,6.2,28.3,69.4,1,1,Dry / Normal,A. hantag wsy (1 sample),Hantag
5000.0,5000.0,5000.0,0,4.0,4.0,29.7,70.2,1,1,Dry / Normal,A. hantag wsy (1 sample),Hantag
5000.0,5000.0,5000.0,0,31.1,59.5,26.2,84.2,1,1,Moderate Monsoon,A. hantag wsy (1 sample),Hantag
5000.0,5000.0,5000.0,0,37.1,56.1,25.8,85.4,1,1,Moderate Monsoon,A. hantag wsy (1 sample),Hantag
5000.0,5000.0,5000.0,0,69.9,118.7,24.7,94.9,1,1,Severe Storm Runoff,A. hantag wsy (1 sample),Hantag
5000.0,5000.0,5000.0,0,124.0,182.1,25.0,96.4,1,1,Severe Storm Runoff,A. hantag wsy (1 sample),Hantag
2116.2,296.6,2551.5,0,0.1,5.4,28.9,77.5,1,0,Dry / Normal,Wsy(no sample),Hantag
2116.2,296.6,2551.5,0,0.7,4.0,28.4,78.0,1,0,Dry / Normal,Wsy(no sample),Hantag
2116.2,296.6,2551.5,0,30.1,52.0,25.2,89.0,1,0,Moderate Monsoon,Wsy(no sample),Hantag
2116.2,296.6,2551.5,0,21.3,49.3,25.7,82.3,1,0,Moderate Monsoon,Wsy(no sample),Hantag
2116.2,296.6,2551.5,0,62.6,126.2,25.0,92.5,1,1,Severe Storm Runoff,Wsy(no sample),Hantag
2116.2,296.6,2551.5,0,114.3,177.0,24.8,95.1,1,1,Severe Storm Runoff,Wsy(no sample),Hantag
2092.8,264.9,2558.7,0,2.0,6.5,28.8,67.4,1,1,Dry / Normal,B. Wsy (1 sample) doheñas,Hantag
2092.8,264.9,2558.7,0,4.3,11.9,29.9,68.5,1,1,Dry / Normal,B. Wsy (1 sample) doheñas,Hantag
2092.8,264.9,2558.7,0,34.3,52.5,25.1,81.9,1,1,Moderate Monsoon,B. Wsy (1 sample) doheñas,Hantag
2092.8,264.9,2558.7,0,36.5,59.7,25.1,82.7,1,1,Moderate Monsoon,B. Wsy (1 sample) doheñas,Hantag
2092.8,264.9,2558.7,0,76.2,149.8,23.1,92.7,1,1,Severe Storm Runoff,B. Wsy (1 sample) doheñas,Hantag
2092.8,264.9,2558.7,0,116.0,164.9,25.3,93.7,1,1,Severe Storm Runoff,B. Wsy (1 sample) doheñas,Hantag
3673.9,1518.8,996.7,0,0.5,2.4,31.6,76.1,0,1,Dry / Normal,Karaatan Spring (First Faucet),Malapoc Norte
3673.9,1518.8,996.7,0,4.2,7.4,31.3,67.7,0,1,Dry / Normal,Karaatan Spring (First Faucet),Malapoc Norte
3673.9,1518.8,996.7,0,23.8,51.7,25.0,81.0,0,1,Moderate Monsoon,Karaatan Spring (First Faucet),Malapoc Norte
3673.9,1518.8,996.7,0,21.2,31.7,25.6,87.0,0,1,Moderate Monsoon,Karaatan Spring (First Faucet),Malapoc Norte
3673.9,1518.8,996.7,0,89.5,174.1,25.9,94.4,0,1,Severe Storm Runoff,Karaatan Spring (First Faucet),Malapoc Norte
3673.9,1518.8,996.7,0,78.2,137.2,25.1,93.9,0,1,Severe Storm Runoff,Karaatan Spring (First Faucet),Malapoc Norte
4667.2,2471.5,114.5,0,3.1,6.4,30.8,70.7,1,1,Dry / Normal,Danao Tank (inside zoo),Malapoc Norte
4667.2,2471.5,114.5,0,1.5,9.1,31.8,66.8,1,1,Dry / Normal,Danao Tank (inside zoo),Malapoc Norte
4667.2,2471.5,114.5,0,41.1,60.8,28.1,89.6,1,1,Moderate Monsoon,Danao Tank (inside zoo),Malapoc Norte
4667.2,2471.5,114.5,0,27.8,38.2,25.9,86.5,1,1,Moderate Monsoon,Danao Tank (inside zoo),Malapoc Norte
4667.2,2471.5,114.5,0,104.3,157.2,23.5,97.8,1,1,Severe Storm Runoff,Danao Tank (inside zoo),Malapoc Norte
4667.2,2471.5,114.5,0,128.9,195.2,23.6,93.9,1,1,Severe Storm Runoff,Danao Tank (inside zoo),Malapoc Norte
3519.5,1259.7,1582.2,0,0.1,7.4,28.6,72.5,0,1,Dry / Normal,Amagos Spring (Purok 3),Malapoc Norte
3519.5,1259.7,1582.2,0,1.4,5.8,31.3,75.8,0,1,Dry / Normal,Amagos Spring (Purok 3),Malapoc Norte
3519.5,1259.7,1582.2,0,21.2,31.4,25.5,90.8,0,1,Moderate Monsoon,Amagos Spring (Purok 3),Malapoc Norte
3519.5,1259.7,1582.2,0,41.2,63.1,27.1,88.0,0,1,Moderate Monsoon,Amagos Spring (Purok 3),Malapoc Norte
3519.5,1259.7,1582.2,0,72.3,158.0,24.5,94.7,0,1,Severe Storm Runoff,Amagos Spring (Purok 3),Malapoc Norte
3519.5,1259.7,1582.2,0,96.3,138.6,23.6,97.2,0,1,Severe Storm Runoff,Amagos Spring (Purok 3),Malapoc Norte
4367.9,2207.5,712.8,0,0.4,5.2,29.2,70.1,0,1,Dry / Normal,Danao Spring Source (JOINT RESERVOIR),Malapoc Norte
4367.9,2207.5,712.8,0,1.4,4.2,31.6,68.9,0,1,Dry / Normal,Danao Spring Source (JOINT RESERVOIR),Malapoc Norte
4367.9,2207.5,712.8,0,32.0,51.5,27.3,91.2,0,1,Moderate Monsoon,Danao Spring Source (JOINT RESERVOIR),Malapoc Norte
4367.9,2207.5,712.8,0,37.0,51.3,25.1,83.1,0,1,Moderate Monsoon,Danao Spring Source (JOINT RESERVOIR),Malapoc Norte
4367.9,2207.5,712.8,0,101.7,144.3,24.7,96.2,0,1,Severe Storm Runoff,Danao Spring Source (JOINT RESERVOIR),Malapoc Norte
4367.9,2207.5,712.8,0,83.4,161.9,23.4,92.5,0,1,Severe Storm Runoff,Danao Spring Source (JOINT RESERVOIR),Malapoc Norte
4367.9,2207.5,712.8,0,3.6,7.6,31.4,70.7,0,1,Dry / Normal,Mauwang Spring Source (JOINT RESERVOIR),Malapoc Norte
4367.9,2207.5,712.8,0,1.2,7.8,32.0,74.0,0,1,Dry / Normal,Mauwang Spring Source (JOINT RESERVOIR),Malapoc Norte
4367.9,2207.5,712.8,0,23.2,45.0,26.3,81.1,0,1,Moderate Monsoon,Mauwang Spring Source (JOINT RESERVOIR),Malapoc Norte
4367.9,2207.5,712.8,0,42.5,55.2,28.3,85.4,0,1,Moderate Monsoon,Mauwang Spring Source (JOINT RESERVOIR),Malapoc Norte
4367.9,2207.5,712.8,0,73.0,140.1,26.1,97.1,0,1,Severe Storm Runoff,Mauwang Spring Source (JOINT RESERVOIR),Malapoc Norte
4367.9,2207.5,712.8,0,116.5,189.4,25.4,97.9,0,1,Severe Storm Runoff,Mauwang Spring Source (JOINT RESERVOIR),Malapoc Norte
4534.1,2327.2,777.1,0,1.2,5.1,29.1,77.8,1,1,Dry / Normal,MATICAO FIRST RESERVOIR (purok 6),Malapoc Norte
4534.1,2327.2,777.1,0,4.7,5.0,31.5,77.0,1,1,Dry / Normal,MATICAO FIRST RESERVOIR (purok 6),Malapoc Norte
4534.1,2327.2,777.1,0,20.4,41.8,28.2,80.4,1,1,Moderate Monsoon,MATICAO FIRST RESERVOIR (purok 6),Malapoc Norte
4534.1,2327.2,777.1,0,35.9,51.8,28.2,91.7,1,1,Moderate Monsoon,MATICAO FIRST RESERVOIR (purok 6),Malapoc Norte
4534.1,2327.2,777.1,0,126.1,189.8,26.0,97.9,1,1,Severe Storm Runoff,MATICAO FIRST RESERVOIR (purok 6),Malapoc Norte
4534.1,2327.2,777.1,0,82.3,163.7,23.1,96.2,1,1,Severe Storm Runoff,MATICAO FIRST RESERVOIR (purok 6),Malapoc Norte
4283.0,2102.2,821.6,0,1.2,2.2,28.4,74.1,1,1,Dry / Normal,KA ODANG (Purok 5),Malapoc Norte
4283.0,2102.2,821.6,0,1.7,7.5,28.3,69.1,1,1,Dry / Normal,KA ODANG (Purok 5),Malapoc Norte
4283.0,2102.2,821.6,0,31.2,57.0,26.1,87.5,1,1,Moderate Monsoon,KA ODANG (Purok 5),Malapoc Norte
4283.0,2102.2,821.6,0,41.6,63.9,25.8,80.3,1,1,Moderate Monsoon,KA ODANG (Purok 5),Malapoc Norte
4283.0,2102.2,821.6,0,120.9,162.0,26.1,95.7,1,1,Severe Storm Runoff,KA ODANG (Purok 5),Malapoc Norte
4283.0,2102.2,821.6,0,125.7,205.6,26.5,94.5,1,1,Severe Storm Runoff,KA ODANG (Purok 5),Malapoc Norte
3893.1,1721.6,1099.9,0,3.8,7.0,30.4,73.2,0,1,Dry / Normal,LIPTONG SPRING,Malapoc Norte
3893.1,1721.6,1099.9,0,4.4,12.3,31.8,70.4,0,1,Dry / Normal,LIPTONG SPRING,Malapoc Norte
3893.1,1721.6,1099.9,0,27.6,52.4,25.8,81.3,0,1,Moderate Monsoon,LIPTONG SPRING,Malapoc Norte
3893.1,1721.6,1099.9,0,25.6,41.3,26.0,82.8,0,1,Moderate Monsoon,LIPTONG SPRING,Malapoc Norte
3893.1,1721.6,1099.9,0,62.9,103.8,26.5,95.0,0,1,Severe Storm Runoff,LIPTONG SPRING,Malapoc Norte
3893.1,1721.6,1099.9,0,86.9,160.9,23.8,98.6,0,1,Severe Storm Runoff,LIPTONG SPRING,Malapoc Norte
3960.9,1740.8,1147.4,0,3.9,4.6,30.1,76.4,0,1,Dry / Normal,KUBI SPRING (PUROK 4),Malapoc Norte
3960.9,1740.8,1147.4,0,4.7,8.4,31.1,67.2,0,1,Dry / Normal,KUBI SPRING (PUROK 4),Malapoc Norte
3960.9,1740.8,1147.4,0,44.7,59.3,28.3,87.8,0,1,Moderate Monsoon,KUBI SPRING (PUROK 4),Malapoc Norte
3960.9,1740.8,1147.4,0,33.2,53.5,25.8,82.1,0,1,Moderate Monsoon,KUBI SPRING (PUROK 4),Malapoc Norte
3960.9,1740.8,1147.4,0,75.4,124.7,25.7,94.5,0,1,Severe Storm Runoff,KUBI SPRING (PUROK 4),Malapoc Norte
3960.9,1740.8,1147.4,0,64.0,152.5,26.1,98.5,0,1,Severe Storm Runoff,KUBI SPRING (PUROK 4),Malapoc Norte
4093.9,1869.0,502.0,0,5.0,6.4,30.0,74.9,0,0,Dry / Normal,"karaatan spring, (danao forest park)",Malapoc Norte
4093.9,1869.0,502.0,0,3.5,4.7,32.1,67.9,0,0,Dry / Normal,"karaatan spring, (danao forest park)",Malapoc Norte
4093.9,1869.0,502.0,0,21.7,42.4,27.1,87.0,0,0,Moderate Monsoon,"karaatan spring, (danao forest park)",Malapoc Norte
4093.9,1869.0,502.0,0,17.7,45.2,25.9,81.6,0,0,Moderate Monsoon,"karaatan spring, (danao forest park)",Malapoc Norte
4093.9,1869.0,502.0,0,122.2,210.0,26.0,97.7,0,1,Severe Storm Runoff,"karaatan spring, (danao forest park)",Malapoc Norte
4093.9,1869.0,502.0,0,105.9,173.4,23.3,94.9,0,1,Severe Storm Runoff,"karaatan spring, (danao forest park)",Malapoc Norte
2600.7,449.3,2002.2,0,1.9,4.0,31.6,71.4,1,1,Dry / Normal,D. WSY Caperos (1 sample),Hantag
2600.7,449.3,2002.2,0,0.4,2.2,31.4,66.0,1,1,Dry / Normal,D. WSY Caperos (1 sample),Hantag
2600.7,449.3,2002.2,0,40.5,60.4,26.7,87.1,1,1,Moderate Monsoon,D. WSY Caperos (1 sample),Hantag
2600.7,449.3,2002.2,0,39.7,56.7,27.4,86.8,1,1,Moderate Monsoon,D. WSY Caperos (1 sample),Hantag
2600.7,449.3,2002.2,0,78.7,162.6,25.8,96.6,1,1,Severe Storm Runoff,D. WSY Caperos (1 sample),Hantag
2600.7,449.3,2002.2,0,119.5,202.9,25.5,97.9,1,1,Severe Storm Runoff,D. WSY Caperos (1 sample),Hantag
4947.0,2774.2,308.7,0,3.5,8.9,31.1,74.8,1,0,Dry / Normal,Danao Intake (Inside zoo),Malapoc Norte
4947.0,2774.2,308.7,0,0.8,7.8,32.4,65.4,1,0,Dry / Normal,Danao Intake (Inside zoo),Malapoc Norte
4947.0,2774.2,308.7,0,39.8,52.4,26.2,88.9,1,0,Moderate Monsoon,Danao Intake (Inside zoo),Malapoc Norte
4947.0,2774.2,308.7,0,19.8,46.2,27.9,86.1,1,0,Moderate Monsoon,Danao Intake (Inside zoo),Malapoc Norte
4947.0,2774.2,308.7,0,60.4,114.8,25.2,98.9,1,1,Severe Storm Runoff,Danao Intake (Inside zoo),Malapoc Norte
4947.0,2774.2,308.7,0,104.2,157.2,25.2,95.8,1,1,Severe Storm Runoff,Danao Intake (Inside zoo),Malapoc Norte
4572.4,2349.6,26.8,1,3.9,4.8,31.8,72.0,0,1,Dry / Normal,Malapoc Norte City Agriculture Office First faucet from Mario's spring,Malapoc Norte
4572.4,2349.6,26.8,1,4.8,7.5,31.2,77.1,0,1,Dry / Normal,Malapoc Norte City Agriculture Office First faucet from Mario's spring,Malapoc Norte
4572.4,2349.6,26.8,1,18.1,46.8,27.4,80.8,0,1,Moderate Monsoon,Malapoc Norte City Agriculture Office First faucet from Mario's spring,Malapoc Norte
4572.4,2349.6,26.8,1,24.0,48.2,25.2,87.0,0,1,Moderate Monsoon,Malapoc Norte City Agriculture Office First faucet from Mario's spring,Malapoc Norte
4572.4,2349.6,26.8,1,84.2,155.2,23.2,98.1,0,1,Severe Storm Runoff,Malapoc Norte City Agriculture Office First faucet from Mario's spring,Malapoc Norte
4572.4,2349.6,26.8,1,128.1,216.5,25.6,92.9,0,1,Severe Storm Runoff,Malapoc Norte City Agriculture Office First faucet from Mario's spring,Malapoc Norte
3312.7,980.7,1910.6,0,3.8,4.0,28.1,69.2,0,1,Dry / Normal,First tank from ka odang spring (purok 1),Malapoc Norte
3312.7,980.7,1910.6,0,2.4,8.6,31.4,70.8,0,1,Dry / Normal,First tank from ka odang spring (purok 1),Malapoc Norte
3312.7,980.7,1910.6,0,23.2,53.1,26.5,85.4,0,1,Moderate Monsoon,First tank from ka odang spring (purok 1),Malapoc Norte
3312.7,980.7,1910.6,0,19.9,45.8,27.4,82.6,0,1,Moderate Monsoon,First tank from ka odang spring (purok 1),Malapoc Norte
3312.7,980.7,1910.6,0,65.8,139.8,25.3,93.9,0,1,Severe Storm Runoff,First tank from ka odang spring (purok 1),Malapoc Norte
3312.7,980.7,1910.6,0,126.6,174.2,24.5,98.6,0,1,Severe Storm Runoff,First tank from ka odang spring (purok 1),Malapoc Norte
3312.7,980.7,1910.6,0,2.1,7.2,30.0,68.6,0,1,Dry / Normal,First tank from kausi spring (purok 1),Malapoc Norte
3312.7,980.7,1910.6,0,4.9,8.2,32.5,68.0,0,1,Dry / Normal,First tank from kausi spring (purok 1),Malapoc Norte
3312.7,980.7,1910.6,0,21.4,32.0,27.3,84.4,0,1,Moderate Monsoon,First tank from kausi spring (purok 1),Malapoc Norte
3312.7,980.7,1910.6,0,40.9,60.4,28.4,82.2,0,1,Moderate Monsoon,First tank from kausi spring (purok 1),Malapoc Norte
3312.7,980.7,1910.6,0,120.8,199.6,25.7,97.9,0,1,Severe Storm Runoff,First tank from kausi spring (purok 1),Malapoc Norte
3312.7,980.7,1910.6,0,113.3,184.6,23.5,92.2,0,1,Severe Storm Runoff,First tank from kausi spring (purok 1),Malapoc Norte
3190.1,824.1,2107.4,0,4.6,9.5,32.0,71.3,0,1,Dry / Normal,Felimon Spring (purok 1),Malapoc Norte
3190.1,824.1,2107.4,0,0.6,1.6,31.4,70.6,0,1,Dry / Normal,Felimon Spring (purok 1),Malapoc Norte
3190.1,824.1,2107.4,0,21.0,40.8,25.2,87.0,0,1,Moderate Monsoon,Felimon Spring (purok 1),Malapoc Norte
3190.1,824.1,2107.4,0,23.1,49.1,26.1,85.5,0,1,Moderate Monsoon,Felimon Spring (purok 1),Malapoc Norte
3190.1,824.1,2107.4,0,60.8,104.4,24.4,95.4,0,1,Severe Storm Runoff,Felimon Spring (purok 1),Malapoc Norte
3190.1,824.1,2107.4,0,102.0,156.6,25.4,98.0,0,1,Severe Storm Runoff,Felimon Spring (purok 1),Malapoc Norte
3344.0,987.9,1966.3,0,3.9,4.2,30.4,66.4,0,1,Dry / Normal,Filemon Spring (Sitio pangi),Malapoc Norte
3344.0,987.9,1966.3,0,1.2,9.1,28.7,71.5,0,1,Dry / Normal,Filemon Spring (Sitio pangi),Malapoc Norte
3344.0,987.9,1966.3,0,33.5,57.5,27.0,80.1,0,1,Moderate Monsoon,Filemon Spring (Sitio pangi),Malapoc Norte
3344.0,987.9,1966.3,0,24.8,45.2,25.3,84.2,0,1,Moderate Monsoon,Filemon Spring (Sitio pangi),Malapoc Norte
3344.0,987.9,1966.3,0,62.3,106.2,24.4,92.9,0,1,Severe Storm Runoff,Filemon Spring (Sitio pangi),Malapoc Norte
3344.0,987.9,1966.3,0,99.7,174.2,25.8,93.4,0,1,Severe Storm Runoff,Filemon Spring (Sitio pangi),Malapoc Norte
3764.3,1506.2,1386.0,0,0.8,1.6,31.2,74.2,1,1,Dry / Normal,Maticao/Maticol Main Source (Matin ao),Malapoc Norte
3764.3,1506.2,1386.0,0,0.2,7.7,28.3,72.0,1,1,Dry / Normal,Maticao/Maticol Main Source (Matin ao),Malapoc Norte
3764.3,1506.2,1386.0,0,36.3,63.7,27.5,89.6,1,1,Moderate Monsoon,Maticao/Maticol Main Source (Matin ao),Malapoc Norte
3764.3,1506.2,1386.0,0,25.2,51.5,25.3,90.7,1,1,Moderate Monsoon,Maticao/Maticol Main Source (Matin ao),Malapoc Norte
3764.3,1506.2,1386.0,0,98.3,179.2,24.6,96.5,1,1,Severe Storm Runoff,Maticao/Maticol Main Source (Matin ao),Malapoc Norte
3764.3,1506.2,1386.0,0,96.8,173.4,23.3,92.4,1,1,Severe Storm Runoff,Maticao/Maticol Main Source (Matin ao),Malapoc Norte
4830.3,2611.5,772.4,0,1.2,2.5,32.4,67.8,1,0,Dry / Normal,Mauwang reservior (no sample),Malapoc Norte
4830.3,2611.5,772.4,0,4.9,7.6,28.9,75.3,1,0,Dry / Normal,Mauwang reservior (no sample),Malapoc Norte
4830.3,2611.5,772.4,0,34.8,54.8,26.9,88.6,1,0,Moderate Monsoon,Mauwang reservior (no sample),Malapoc Norte
4830.3,2611.5,772.4,0,21.9,51.8,28.4,87.8,1,0,Moderate Monsoon,Mauwang reservior (no sample),Malapoc Norte
4830.3,2611.5,772.4,0,74.0,148.0,23.3,92.2,1,1,Severe Storm Runoff,Mauwang reservior (no sample),Malapoc Norte
4830.3,2611.5,772.4,0,78.0,141.1,26.0,97.1,1,1,Severe Storm Runoff,Mauwang reservior (no sample),Malapoc Norte
4716.7,2559.9,553.7,0,3.7,7.1,29.7,69.8,1,1,Dry / Normal,KA ODANG MAIN SOURCE RESERVOIR,Malapoc Norte
4716.7,2559.9,553.7,0,4.9,5.2,32.3,72.5,1,1,Dry / Normal,KA ODANG MAIN SOURCE RESERVOIR,Malapoc Norte
4716.7,2559.9,553.7,0,28.2,52.7,26.7,90.5,1,1,Moderate Monsoon,KA ODANG MAIN SOURCE RESERVOIR,Malapoc Norte
4716.7,2559.9,553.7,0,42.0,60.4,26.0,87.1,1,1,Moderate Monsoon,KA ODANG MAIN SOURCE RESERVOIR,Malapoc Norte
4716.7,2559.9,553.7,0,123.9,174.4,25.2,96.4,1,1,Severe Storm Runoff,KA ODANG MAIN SOURCE RESERVOIR,Malapoc Norte
4716.7,2559.9,553.7,0,111.3,157.9,25.5,98.4,1,1,Severe Storm Runoff,KA ODANG MAIN SOURCE RESERVOIR,Malapoc Norte
4186.8,1803.2,1640.9,0,0.9,2.8,32.9,67.4,0,1,Dry / Normal,Ka Paeng Spring (not drinkable),Malapoc Norte
4186.8,1803.2,1640.9,0,4.3,8.2,29.2,76.3,0,1,Dry / Normal,Ka Paeng Spring (not drinkable),Malapoc Norte
4186.8,1803.2,1640.9,0,28.4,48.7,26.3,87.1,0,1,Moderate Monsoon,Ka Paeng Spring (not drinkable),Malapoc Norte
4186.8,1803.2,1640.9,0,19.9,37.7,28.4,83.1,0,1,Moderate Monsoon,Ka Paeng Spring (not drinkable),Malapoc Norte
4186.8,1803.2,1640.9,0,106.0,162.3,25.7,92.9,0,1,Severe Storm Runoff,Ka Paeng Spring (not drinkable),Malapoc Norte
4186.8,1803.2,1640.9,0,127.9,190.6,23.8,92.5,0,1,Severe Storm Runoff,Ka Paeng Spring (not drinkable),Malapoc Norte
4105.7,1698.7,1752.6,0,0.8,5.0,29.7,75.8,1,1,Dry / Normal,MN Piggery,Malapoc Norte
4105.7,1698.7,1752.6,0,2.2,4.2,31.1,74.2,1,1,Dry / Normal,MN Piggery,Malapoc Norte
4105.7,1698.7,1752.6,0,20.0,33.4,25.1,88.8,1,1,Moderate Monsoon,MN Piggery,Malapoc Norte
4105.7,1698.7,1752.6,0,34.9,54.4,28.0,89.7,1,1,Moderate Monsoon,MN Piggery,Malapoc Norte
4105.7,1698.7,1752.6,0,101.0,184.4,23.7,92.8,1,1,Severe Storm Runoff,MN Piggery,Malapoc Norte
4105.7,1698.7,1752.6,0,78.9,121.8,24.9,98.6,1,1,Severe Storm Runoff,MN Piggery,Malapoc Norte
4326.0,1797.4,2450.7,0,0.2,1.2,30.3,77.1,3,1,Dry / Normal,San Lorenzo faucet,Malapoc Norte
4326.0,1797.4,2450.7,0,1.6,5.7,28.2,66.9,3,1,Dry / Normal,San Lorenzo faucet,Malapoc Norte
4326.0,1797.4,2450.7,0,44.6,73.9,25.0,91.4,3,1,Moderate Monsoon,San Lorenzo faucet,Malapoc Norte
4326.0,1797.4,2450.7,0,34.2,61.6,26.6,86.2,3,1,Moderate Monsoon,San Lorenzo faucet,Malapoc Norte
4326.0,1797.4,2450.7,0,94.2,167.5,23.5,92.2,3,0,Severe Storm Runoff,San Lorenzo faucet,Malapoc Norte
4326.0,1797.4,2450.7,0,81.6,156.8,23.7,96.7,3,0,Severe Storm Runoff,San Lorenzo faucet,Malapoc Norte
4065.2,1616.7,1932.9,0,4.8,5.6,31.4,70.8,1,1,Dry / Normal,Kapaeng 1st tank,Malapoc Norte
4065.2,1616.7,1932.9,0,4.3,5.7,31.5,75.9,1,1,Dry / Normal,Kapaeng 1st tank,Malapoc Norte
4065.2,1616.7,1932.9,0,43.3,67.0,26.7,87.4,1,1,Moderate Monsoon,Kapaeng 1st tank,Malapoc Norte
4065.2,1616.7,1932.9,0,41.1,62.5,25.1,91.2,1,1,Moderate Monsoon,Kapaeng 1st tank,Malapoc Norte
4065.2,1616.7,1932.9,0,108.3,182.1,23.8,96.6,1,1,Severe Storm Runoff,Kapaeng 1st tank,Malapoc Norte
4065.2,1616.7,1932.9,0,87.6,160.2,23.4,96.6,1,1,Severe Storm Runoff,Kapaeng 1st tank,Malapoc Norte
3677.3,1574.3,1079.5,0,5.0,5.4,32.9,70.3,0,1,Dry / Normal,Tomas Spring (Purok 3),Malapoc Norte
3677.3,1574.3,1079.5,0,4.4,10.7,30.8,74.6,0,1,Dry / Normal,Tomas Spring (Purok 3),Malapoc Norte
3677.3,1574.3,1079.5,0,41.4,59.5,26.1,88.0,0,1,Moderate Monsoon,Tomas Spring (Purok 3),Malapoc Norte
3677.3,1574.3,1079.5,0,39.2,64.4,27.8,85.2,0,1,Moderate Monsoon,Tomas Spring (Purok 3),Malapoc Norte
3677.3,1574.3,1079.5,0,117.2,163.2,24.9,92.0,0,1,Severe Storm Runoff,Tomas Spring (Purok 3),Malapoc Norte
3677.3,1574.3,1079.5,0,82.7,141.0,24.4,96.9,0,1,Severe Storm Runoff,Tomas Spring (Purok 3),Malapoc Norte
2850.0,781.0,1822.8,0,1.9,5.5,29.2,69.9,1,0,Dry / Normal,MS Malapoc Sur(no sample),Malapoc Sur
2850.0,781.0,1822.8,0,1.1,1.7,31.0,73.7,1,0,Dry / Normal,MS Malapoc Sur(no sample),Malapoc Sur
2850.0,781.0,1822.8,0,33.6,52.9,26.3,90.4,1,0,Moderate Monsoon,MS Malapoc Sur(no sample),Malapoc Sur
2850.0,781.0,1822.8,0,30.6,50.2,25.1,84.1,1,0,Moderate Monsoon,MS Malapoc Sur(no sample),Malapoc Sur
2850.0,781.0,1822.8,0,86.6,146.5,25.0,95.7,1,1,Severe Storm Runoff,MS Malapoc Sur(no sample),Malapoc Sur
2850.0,781.0,1822.8,0,102.6,180.8,25.8,97.0,1,1,Severe Storm Runoff,MS Malapoc Sur(no sample),Malapoc Sur
2849.8,780.4,1822.7,0,4.8,4.9,29.0,65.1,1,1,Dry / Normal,Ms Malapoc Sur Sandajong(1 sample),Malapoc Sur
2849.8,780.4,1822.7,0,3.2,10.4,29.2,77.1,1,1,Dry / Normal,Ms Malapoc Sur Sandajong(1 sample),Malapoc Sur
2849.8,780.4,1822.7,0,16.8,45.5,26.2,81.2,1,1,Moderate Monsoon,Ms Malapoc Sur Sandajong(1 sample),Malapoc Sur
2849.8,780.4,1822.7,0,29.6,44.7,26.0,83.7,1,1,Moderate Monsoon,Ms Malapoc Sur Sandajong(1 sample),Malapoc Sur
2849.8,780.4,1822.7,0,116.2,183.2,24.1,96.3,1,1,Severe Storm Runoff,Ms Malapoc Sur Sandajong(1 sample),Malapoc Sur
2849.8,780.4,1822.7,0,110.1,163.7,24.4,92.9,1,1,Severe Storm Runoff,Ms Malapoc Sur Sandajong(1 sample),Malapoc Sur
2480.9,550.0,2296.2,0,0.9,6.3,28.9,71.8,1,0,Dry / Normal,Ms Malapoc Sur Sandajong Tub (1 SAMPLE),Malapoc Sur
2480.9,550.0,2296.2,0,3.5,4.4,30.8,68.3,1,0,Dry / Normal,Ms Malapoc Sur Sandajong Tub (1 SAMPLE),Malapoc Sur
2480.9,550.0,2296.2,0,43.9,63.6,27.8,86.6,1,0,Moderate Monsoon,Ms Malapoc Sur Sandajong Tub (1 SAMPLE),Malapoc Sur
2480.9,550.0,2296.2,0,16.3,39.0,28.3,87.2,1,0,Moderate Monsoon,Ms Malapoc Sur Sandajong Tub (1 SAMPLE),Malapoc Sur
2480.9,550.0,2296.2,0,117.3,201.5,23.8,93.5,1,1,Severe Storm Runoff,Ms Malapoc Sur Sandajong Tub (1 SAMPLE),Malapoc Sur
2480.9,550.0,2296.2,0,102.8,163.4,25.9,98.3,1,1,Severe Storm Runoff,Ms Malapoc Sur Sandajong Tub (1 SAMPLE),Malapoc Sur
2794.7,512.1,2220.4,0,1.8,3.7,31.9,68.6,1,0,Dry / Normal,Ms Malapoc Sur Sandajong exist (1 SAMPLE),Malapoc Sur
2794.7,512.1,2220.4,0,4.1,7.5,31.3,66.2,1,0,Dry / Normal,Ms Malapoc Sur Sandajong exist (1 SAMPLE),Malapoc Sur
2794.7,512.1,2220.4,0,33.7,52.7,27.1,82.0,1,0,Moderate Monsoon,Ms Malapoc Sur Sandajong exist (1 SAMPLE),Malapoc Sur
2794.7,512.1,2220.4,0,37.1,64.4,25.8,81.1,1,0,Moderate Monsoon,Ms Malapoc Sur Sandajong exist (1 SAMPLE),Malapoc Sur
2794.7,512.1,2220.4,0,61.7,133.8,25.1,95.8,1,1,Severe Storm Runoff,Ms Malapoc Sur Sandajong exist (1 SAMPLE),Malapoc Sur
2794.7,512.1,2220.4,0,76.2,135.7,25.1,95.5,1,1,Severe Storm Runoff,Ms Malapoc Sur Sandajong exist (1 SAMPLE),Malapoc Sur
